abuja,nigeria,accra,ghana,2
muscat,oman,nouakchott,mauritania,2
muscat,nuuk,oman,greenland,2
muscat,oman,oslo,norway,2
muscat,ottawa,oman,canada,2
muscat,oman,paramaribo,suriname,2
muscat,paris,oman,france,2
muscat,oman,podgorica,montenegro,2
muscat,quito,oman,ecuador,2
muscat,oman,rabat,morocco,2
muscat,riga,oman,latvia,2
muscat,oman,rome,italy,2
muscat,roseau,oman,dominica,2
muscat,oman,santiago,chile,2
muscat,skopje,oman,macedonia,2
muscat,oman,sofia,bulgaria,2
muscat,stockholm,oman,sweden,2
muscat,oman,suva,fiji,2
muscat,taipei,oman,taiwan,2
muscat,oman,tallinn,estonia,2
muscat,tashkent,oman,uzbekistan,2
muscat,oman,tbilisi,georgia,2
muscat,tegucigalpa,oman,honduras,2
muscat,oman,tehran,iran,2
muscat,thimphu,oman,bhutan,2
muscat,oman,tirana,albania,2
muscat,tokyo,oman,japan,2
muscat,oman,tripoli,libya,2
muscat,tunis,oman,tunisia,2
muscat,oman,vaduz,liechtenstein,2
muscat,valletta,oman,malta,2
muscat,oman,vienna,austria,2
muscat,vientiane,oman,laos,2
muscat,oman,vilnius,lithuania,2
muscat,warsaw,oman,poland,2
muscat,oman,windhoek,namibia,2
nairobi,nassau,kenya,bahamas,2
nairobi,kenya,niamey,niger,2
nairobi,nicosia,kenya,cyprus,2
nairobi,kenya,nouakchott,mauritania,2
nairobi,nuuk,kenya,greenland,2
nairobi,kenya,oslo,norway,2
nairobi,ottawa,kenya,canada,2
nairobi,kenya,paramaribo,suriname,2
nairobi,paris,kenya,france,2
nairobi,kenya,podgorica,montenegro,2
nairobi,quito,kenya,ecuador,2
nairobi,kenya,rabat,morocco,2
nairobi,riga,kenya,latvia,2
nairobi,kenya,rome,italy,2
nairobi,roseau,kenya,dominica,2
nairobi,kenya,santiago,chile,2
nairobi,skopje,kenya,macedonia,2
nairobi,kenya,sofia,bulgaria,2
nairobi,stockholm,kenya,sweden,2
nairobi,kenya,suva,fiji,2
nairobi,taipei,kenya,taiwan,2
nairobi,kenya,tallinn,estonia,2
nairobi,tashkent,kenya,uzbekistan,2
nairobi,kenya,tbilisi,georgia,2
nairobi,tegucigalpa,kenya,honduras,2
nairobi,kenya,tehran,iran,2
nairobi,thimphu,kenya,bhutan,2
nairobi,kenya,tirana,albania,2
nairobi,tokyo,kenya,japan,2
nairobi,kenya,tripoli,libya,2
nairobi,tunis,kenya,tunisia,2
nairobi,kenya,vaduz,liechtenstein,2
nairobi,valletta,kenya,malta,2
nairobi,kenya,vienna,austria,2
nairobi,vientiane,kenya,laos,2
nairobi,kenya,vilnius,lithuania,2
nairobi,warsaw,kenya,poland,2
nairobi,kenya,windhoek,namibia,2
nairobi,yerevan,kenya,armenia,2
nassau,bahamas,niamey,niger,2
nassau,nicosia,bahamas,cyprus,2
nassau,bahamas,nouakchott,mauritania,2
nassau,nuuk,bahamas,greenland,2
nassau,bahamas,oslo,norway,2
nassau,ottawa,bahamas,canada,2
nassau,bahamas,paramaribo,suriname,2
nassau,paris,bahamas,france,2
nassau,bahamas,podgorica,montenegro,2
nassau,quito,bahamas,ecuador,2
nassau,bahamas,rabat,morocco,2
nassau,riga,bahamas,latvia,2
nassau,bahamas,rome,italy,2
nassau,roseau,bahamas,dominica,2
nassau,bahamas,santiago,chile,2
nassau,skopje,bahamas,macedonia,2
nassau,bahamas,sofia,bulgaria,2
nassau,stockholm,bahamas,sweden,2
nassau,bahamas,suva,fiji,2
nassau,taipei,bahamas,taiwan,2
nassau,bahamas,tallinn,estonia,2
nassau,tashkent,bahamas,uzbekistan,2
nassau,bahamas,tbilisi,georgia,2
nassau,tegucigalpa,bahamas,honduras,2
nassau,bahamas,tehran,iran,2
nassau,thimphu,bahamas,bhutan,2
nassau,bahamas,tirana,albania,2
nassau,tokyo,bahamas,japan,2
nassau,bahamas,tripoli,libya,2
nassau,tunis,bahamas,tunisia,2
nassau,bahamas,vaduz,liechtenstein,2
nassau,valletta,bahamas,malta,2
nassau,bahamas,vienna,austria,2
nassau,vientiane,bahamas,laos,2
nassau,bahamas,vilnius,lithuania,2
nassau,warsaw,bahamas,poland,2
nassau,bahamas,windhoek,namibia,2
nassau,yerevan,bahamas,armenia,2
nassau,bahamas,zagreb,croatia,2
niamey,nicosia,niger,cyprus,2
niamey,niger,nouakchott,mauritania,2
niamey,nuuk,niger,greenland,2
niamey,niger,oslo,norway,2
niamey,ottawa,niger,canada,2
niamey,niger,paramaribo,suriname,2
niamey,paris,niger,france,2
niamey,niger,podgorica,montenegro,2
niamey,quito,niger,ecuador,2
niamey,niger,rabat,morocco,2
niamey,riga,niger,latvia,2
niamey,niger,rome,italy,2
niamey,roseau,niger,dominica,2
niamey,niger,santiago,chile,2
niamey,skopje,niger,macedonia,2
niamey,niger,sofia,bulgaria,2
niamey,stockholm,niger,sweden,2
niamey,niger,suva,fiji,2
niamey,taipei,niger,taiwan,2
niamey,niger,tallinn,estonia,2
niamey,tashkent,niger,uzbekistan,2
niamey,niger,tbilisi,georgia,2
niamey,tegucigalpa,niger,honduras,2
niamey,niger,tehran,iran,2
niamey,thimphu,niger,bhutan,2
niamey,niger,tirana,albania,2
niamey,tokyo,niger,japan,2
niamey,niger,tripoli,libya,2
niamey,tunis,niger,tunisia,2
niamey,niger,vaduz,liechtenstein,2
niamey,valletta,niger,malta,2
niamey,niger,vienna,austria,2
niamey,vientiane,niger,laos,2
niamey,niger,vilnius,lithuania,2
niamey,warsaw,niger,poland,2
niamey,niger,windhoek,namibia,2
niamey,yerevan,niger,armenia,2
niamey,niger,zagreb,croatia,2
niamey,abuja,niger,nigeria,2
nicosia,cyprus,nouakchott,mauritania,2
nicosia,nuuk,cyprus,greenland,2
nicosia,cyprus,oslo,norway,2
nicosia,ottawa,cyprus,canada,2
nicosia,cyprus,paramaribo,suriname,2
nicosia,paris,cyprus,france,2
nicosia,cyprus,podgorica,montenegro,2
nicosia,quito,cyprus,ecuador,2
nicosia,cyprus,rabat,morocco,2
nicosia,riga,cyprus,latvia,2
nicosia,cyprus,rome,italy,2
nicosia,roseau,cyprus,dominica,2
nicosia,cyprus,santiago,chile,2
nicosia,skopje,cyprus,macedonia,2
nicosia,cyprus,sofia,bulgaria,2
nicosia,stockholm,cyprus,sweden,2
nicosia,cyprus,suva,fiji,2
nicosia,taipei,cyprus,taiwan,2
nicosia,cyprus,tallinn,estonia,2
nicosia,tashkent,cyprus,uzbekistan,2
nicosia,cyprus,tbilisi,georgia,2
nicosia,tegucigalpa,cyprus,honduras,2
nicosia,cyprus,tehran,iran,2
nicosia,thimphu,cyprus,bhutan,2
nicosia,cyprus,tirana,albania,2
nicosia,tokyo,cyprus,japan,2
nicosia,cyprus,tripoli,libya,2
nicosia,tunis,cyprus,tunisia,2
nicosia,cyprus,vaduz,liechtenstein,2
nicosia,valletta,cyprus,malta,2
nicosia,cyprus,vienna,austria,2
nicosia,vientiane,cyprus,laos,2
nicosia,cyprus,vilnius,lithuania,2
nicosia,warsaw,cyprus,poland,2
nicosia,cyprus,windhoek,namibia,2
nicosia,yerevan,cyprus,armenia,2
nicosia,cyprus,zagreb,croatia,2
nicosia,abuja,cyprus,nigeria,2
nicosia,cyprus,accra,ghana,2
nouakchott,nuuk,mauritania,greenland,2
nouakchott,mauritania,oslo,norway,2
nouakchott,ottawa,mauritania,canada,2
nouakchott,mauritania,paramaribo,suriname,2
nouakchott,paris,mauritania,france,2
nouakchott,mauritania,podgorica,montenegro,2
nouakchott,quito,mauritania,ecuador,2
nouakchott,mauritania,rabat,morocco,2
nouakchott,riga,mauritania,latvia,2
nouakchott,mauritania,rome,italy,2
nouakchott,roseau,mauritania,dominica,2
nouakchott,mauritania,santiago,chile,2
nouakchott,skopje,mauritania,macedonia,2
nouakchott,mauritania,sofia,bulgaria,2
nouakchott,stockholm,mauritania,sweden,2
nouakchott,mauritania,suva,fiji,2
nouakchott,taipei,mauritania,taiwan,2
nouakchott,mauritania,tallinn,estonia,2
nouakchott,tashkent,mauritania,uzbekistan,2
nouakchott,mauritania,tbilisi,georgia,2
nouakchott,tegucigalpa,mauritania,honduras,2
nouakchott,mauritania,tehran,iran,2
nouakchott,thimphu,mauritania,bhutan,2
nouakchott,mauritania,tirana,albania,2
nouakchott,tokyo,mauritania,japan,2
nouakchott,mauritania,tripoli,libya,2
nouakchott,tunis,mauritania,tunisia,2
nouakchott,mauritania,vaduz,liechtenstein,2
nouakchott,valletta,mauritania,malta,2
nouakchott,mauritania,vienna,austria,2
nouakchott,vientiane,mauritania,laos,2
nouakchott,mauritania,vilnius,lithuania,2
nouakchott,warsaw,mauritania,poland,2
nouakchott,mauritania,windhoek,namibia,2
nouakchott,yerevan,mauritania,armenia,2
nouakchott,mauritania,zagreb,croatia,2
nouakchott,abuja,mauritania,nigeria,2
nouakchott,mauritania,accra,ghana,2
nouakchott,algiers,mauritania,algeria,2
nuuk,greenland,oslo,norway,2
nuuk,ottawa,greenland,canada,2
nuuk,greenland,paramaribo,suriname,2
nuuk,paris,greenland,france,2
nuuk,greenland,podgorica,montenegro,2
nuuk,quito,greenland,ecuador,2
nuuk,greenland,rabat,morocco,2
nuuk,riga,greenland,latvia,2
nuuk,greenland,rome,italy,2
nuuk,roseau,greenland,dominica,2
nuuk,greenland,santiago,chile,2
nuuk,skopje,greenland,macedonia,2
nuuk,greenland,sofia,bulgaria,2
nuuk,stockholm,greenland,sweden,2
nuuk,greenland,suva,fiji,2
nuuk,taipei,greenland,taiwan,2
nuuk,greenland,tallinn,estonia,2
nuuk,tashkent,greenland,uzbekistan,2
nuuk,greenland,tbilisi,georgia,2
nuuk,tegucigalpa,greenland,honduras,2
nuuk,greenland,tehran,iran,2
nuuk,thimphu,greenland,bhutan,2
nuuk,greenland,tirana,albania,2
nuuk,tokyo,greenland,japan,2
nuuk,greenland,tripoli,libya,2
nuuk,tunis,greenland,tunisia,2
nuuk,greenland,vaduz,liechtenstein,2
nuuk,valletta,greenland,malta,2
nuuk,greenland,vienna,austria,2
nuuk,vientiane,greenland,laos,2
nuuk,greenland,vilnius,lithuania,2
nuuk,warsaw,greenland,poland,2
nuuk,greenland,windhoek,namibia,2
nuuk,yerevan,greenland,armenia,2
nuuk,greenland,zagreb,croatia,2
nuuk,abuja,greenland,nigeria,2
nuuk,greenland,accra,ghana,2
nuuk,algiers,greenland,algeria,2
nuuk,greenland,amman,jordan,2
oslo,ottawa,norway,canada,2
oslo,norway,paramaribo,suriname,2
oslo,paris,norway,france,2
oslo,norway,podgorica,montenegro,2
oslo,quito,norway,ecuador,2
oslo,norway,rabat,morocco,2
oslo,riga,norway,latvia,2
oslo,norway,rome,italy,2
oslo,roseau,norway,dominica,2
oslo,norway,santiago,chile,2
oslo,skopje,norway,macedonia,2
oslo,norway,sofia,bulgaria,2
oslo,stockholm,norway,sweden,2
oslo,norway,suva,fiji,2
oslo,taipei,norway,taiwan,2
oslo,norway,tallinn,estonia,2
oslo,tashkent,norway,uzbekistan,2
oslo,norway,tbilisi,georgia,2
oslo,tegucigalpa,norway,honduras,2
oslo,norway,tehran,iran,2
oslo,thimphu,norway,bhutan,2
oslo,norway,tirana,albania,2
oslo,tokyo,norway,japan,2
oslo,norway,tripoli,libya,2
oslo,tunis,norway,tunisia,2
oslo,norway,vaduz,liechtenstein,2
oslo,valletta,norway,malta,2
oslo,norway,vienna,austria,2
oslo,vientiane,norway,laos,2
oslo,norway,vilnius,lithuania,2
oslo,warsaw,norway,poland,2
oslo,norway,windhoek,namibia,2
oslo,yerevan,norway,armenia,2
oslo,norway,zagreb,croatia,2
oslo,abuja,norway,nigeria,2
oslo,norway,accra,ghana,2
oslo,algiers,norway,algeria,2
oslo,norway,amman,jordan,2
oslo,ankara,norway,turkey,2
ottawa,canada,paramaribo,suriname,2
ottawa,paris,canada,france,2
ottawa,canada,podgorica,montenegro,2
ottawa,quito,canada,ecuador,2
ottawa,canada,rabat,morocco,2
ottawa,riga,canada,latvia,2
ottawa,canada,rome,italy,2
ottawa,roseau,canada,dominica,2
ottawa,canada,santiago,chile,2
ottawa,skopje,canada,macedonia,2
ottawa,canada,sofia,bulgaria,2
ottawa,stockholm,canada,sweden,2
ottawa,canada,suva,fiji,2
ottawa,taipei,canada,taiwan,2
ottawa,canada,tallinn,estonia,2
ottawa,tashkent,canada,uzbekistan,2
ottawa,canada,tbilisi,georgia,2
ottawa,tegucigalpa,canada,honduras,2
ottawa,canada,tehran,iran,2
ottawa,thimphu,canada,bhutan,2
ottawa,canada,tirana,albania,2
ottawa,tokyo,canada,japan,2
ottawa,canada,tripoli,libya,2
ottawa,tunis,canada,tunisia,2
ottawa,canada,vaduz,liechtenstein,2
ottawa,valletta,canada,malta,2
ottawa,canada,vienna,austria,2
ottawa,vientiane,canada,laos,2
ottawa,canada,vilnius,lithuania,2
ottawa,warsaw,canada,poland,2
ottawa,canada,windhoek,namibia,2
ottawa,yerevan,canada,armenia,2
ottawa,canada,zagreb,croatia,2
ottawa,abuja,canada,nigeria,2
ottawa,canada,accra,ghana,2
ottawa,algiers,canada,algeria,2
ottawa,canada,amman,jordan,2
ottawa,ankara,canada,turkey,2
ottawa,canada,antananarivo,madagascar,2
paramaribo,paris,suriname,france,2
paramaribo,suriname,podgorica,montenegro,2
paramaribo,quito,suriname,ecuador,2
paramaribo,suriname,rabat,morocco,2
paramaribo,riga,suriname,latvia,2
paramaribo,suriname,rome,italy,2
paramaribo,roseau,suriname,dominica,2
paramaribo,suriname,santiago,chile,2
paramaribo,skopje,suriname,macedonia,2
paramaribo,suriname,sofia,bulgaria,2
paramaribo,stockholm,suriname,sweden,2
paramaribo,suriname,suva,fiji,2
paramaribo,taipei,suriname,taiwan,2
paramaribo,suriname,tallinn,estonia,2
paramaribo,tashkent,suriname,uzbekistan,2
paramaribo,suriname,tbilisi,georgia,2
paramaribo,tegucigalpa,suriname,honduras,2
paramaribo,suriname,tehran,iran,2
paramaribo,thimphu,suriname,bhutan,2
paramaribo,suriname,tirana,albania,2
paramaribo,tokyo,suriname,japan,2
paramaribo,suriname,tripoli,libya,2
paramaribo,tunis,suriname,tunisia,2
paramaribo,suriname,vaduz,liechtenstein,2
paramaribo,valletta,suriname,malta,2
paramaribo,suriname,vienna,austria,2
paramaribo,vientiane,suriname,laos,2
paramaribo,suriname,vilnius,lithuania,2
paramaribo,warsaw,suriname,poland,2
paramaribo,suriname,windhoek,namibia,2
paramaribo,yerevan,suriname,armenia,2
paramaribo,suriname,zagreb,croatia,2
paramaribo,abuja,suriname,nigeria,2
paramaribo,suriname,accra,ghana,2
paramaribo,algiers,suriname,algeria,2
paramaribo,suriname,amman,jordan,2
paramaribo,ankara,suriname,turkey,2
paramaribo,suriname,antananarivo,madagascar,2
paramaribo,apia,suriname,samoa,2
paris,france,podgorica,montenegro,2
paris,quito,france,ecuador,2
paris,france,rabat,morocco,2
paris,riga,france,latvia,2
paris,france,rome,italy,2
paris,roseau,france,dominica,2
paris,france,santiago,chile,2
paris,skopje,france,macedonia,2
paris,france,sofia,bulgaria,2
paris,stockholm,france,sweden,2
paris,france,suva,fiji,2
paris,taipei,france,taiwan,2
paris,france,tallinn,estonia,2
paris,tashkent,france,uzbekistan,2
paris,france,tbilisi,georgia,2
paris,tegucigalpa,france,honduras,2
paris,france,tehran,iran,2
paris,thimphu,france,bhutan,2
paris,france,tirana,albania,2
paris,tokyo,france,japan,2
paris,france,tripoli,libya,2
paris,tunis,france,tunisia,2
paris,france,vaduz,liechtenstein,2
paris,valletta,france,malta,2
paris,france,vienna,austria,2
paris,vientiane,france,laos,2
paris,france,vilnius,lithuania,2
paris,warsaw,france,poland,2
paris,france,windhoek,namibia,2
paris,yerevan,france,armenia,2
paris,france,zagreb,croatia,2
paris,abuja,france,nigeria,2
paris,france,accra,ghana,2
paris,algiers,france,algeria,2
paris,france,amman,jordan,2
paris,ankara,france,turkey,2
paris,france,antananarivo,madagascar,2
paris,apia,france,samoa,2
paris,france,ashgabat,turkmenistan,2
podgorica,quito,montenegro,ecuador,2
podgorica,montenegro,rabat,morocco,2
podgorica,riga,montenegro,latvia,2
podgorica,montenegro,rome,italy,2
podgorica,roseau,montenegro,dominica,2
podgorica,montenegro,santiago,chile,2
podgorica,skopje,montenegro,macedonia,2
podgorica,montenegro,sofia,bulgaria,2
podgorica,stockholm,montenegro,sweden,2
podgorica,montenegro,suva,fiji,2
podgorica,taipei,montenegro,taiwan,2
podgorica,montenegro,tallinn,estonia,2
podgorica,tashkent,montenegro,uzbekistan,2
podgorica,montenegro,tbilisi,georgia,2
podgorica,tegucigalpa,montenegro,honduras,2
podgorica,montenegro,tehran,iran,2
podgorica,thimphu,montenegro,bhutan,2
podgorica,montenegro,tirana,albania,2
podgorica,tokyo,montenegro,japan,2
podgorica,montenegro,tripoli,libya,2
podgorica,tunis,montenegro,tunisia,2
podgorica,montenegro,vaduz,liechtenstein,2
podgorica,valletta,montenegro,malta,2
podgorica,montenegro,vienna,austria,2
podgorica,vientiane,montenegro,laos,2
podgorica,montenegro,vilnius,lithuania,2
podgorica,warsaw,montenegro,poland,2
podgorica,montenegro,windhoek,namibia,2
podgorica,yerevan,montenegro,armenia,2
podgorica,montenegro,zagreb,croatia,2
podgorica,abuja,montenegro,nigeria,2
podgorica,montenegro,accra,ghana,2
podgorica,algiers,montenegro,algeria,2
podgorica,montenegro,amman,jordan,2
podgorica,ankara,montenegro,turkey,2
podgorica,montenegro,antananarivo,madagascar,2
podgorica,apia,montenegro,samoa,2
podgorica,montenegro,ashgabat,turkmenistan,2
podgorica,asmara,montenegro,eritrea,2
quito,ecuador,rabat,morocco,2
quito,riga,ecuador,latvia,2
quito,ecuador,rome,italy,2
quito,roseau,ecuador,dominica,2
quito,ecuador,santiago,chile,2
quito,skopje,ecuador,macedonia,2
quito,ecuador,sofia,bulgaria,2
quito,stockholm,ecuador,sweden,2
quito,ecuador,suva,fiji,2
quito,taipei,ecuador,taiwan,2
quito,ecuador,tallinn,estonia,2
quito,tashkent,ecuador,uzbekistan,2
quito,ecuador,tbilisi,georgia,2
quito,tegucigalpa,ecuador,honduras,2
quito,ecuador,tehran,iran,2
quito,thimphu,ecuador,bhutan,2
quito,ecuador,tirana,albania,2
quito,tokyo,ecuador,japan,2
quito,ecuador,tripoli,libya,2
quito,tunis,ecuador,tunisia,2
quito,ecuador,vaduz,liechtenstein,2
quito,valletta,ecuador,malta,2
quito,ecuador,vienna,austria,2
quito,vientiane,ecuador,laos,2
quito,ecuador,vilnius,lithuania,2
quito,warsaw,ecuador,poland,2
quito,ecuador,windhoek,namibia,2
quito,yerevan,ecuador,armenia,2
quito,ecuador,zagreb,croatia,2
quito,abuja,ecuador,nigeria,2
quito,ecuador,accra,ghana,2
quito,algiers,ecuador,algeria,2
quito,ecuador,amman,jordan,2
quito,ankara,ecuador,turkey,2
quito,ecuador,antananarivo,madagascar,2
quito,apia,ecuador,samoa,2
quito,ecuador,ashgabat,turkmenistan,2
quito,asmara,ecuador,eritrea,2
quito,ecuador,astana,kazakhstan,2
rabat,riga,morocco,latvia,2
rabat,morocco,rome,italy,2
rabat,roseau,morocco,dominica,2
rabat,morocco,santiago,chile,2
rabat,skopje,morocco,macedonia,2
rabat,morocco,sofia,bulgaria,2
rabat,stockholm,morocco,sweden,2
rabat,morocco,suva,fiji,2
rabat,taipei,morocco,taiwan,2
rabat,morocco,tallinn,estonia,2
rabat,tashkent,morocco,uzbekistan,2
rabat,morocco,tbilisi,georgia,2
rabat,tegucigalpa,morocco,honduras,2
rabat,morocco,tehran,iran,2
rabat,thimphu,morocco,bhutan,2
rabat,morocco,tirana,albania,2
rabat,tokyo,morocco,japan,2
rabat,morocco,tripoli,libya,2
rabat,tunis,morocco,tunisia,2
rabat,morocco,vaduz,liechtenstein,2
rabat,valletta,morocco,malta,2
rabat,morocco,vienna,austria,2
rabat,vientiane,morocco,laos,2
rabat,morocco,vilnius,lithuania,2
rabat,warsaw,morocco,poland,2
rabat,morocco,windhoek,namibia,2
rabat,yerevan,morocco,armenia,2
rabat,morocco,zagreb,croatia,2
rabat,abuja,morocco,nigeria,2
rabat,morocco,accra,ghana,2
rabat,algiers,morocco,algeria,2
rabat,morocco,amman,jordan,2
rabat,ankara,morocco,turkey,2
rabat,morocco,antananarivo,madagascar,2
rabat,apia,morocco,samoa,2
rabat,morocco,ashgabat,turkmenistan,2
rabat,asmara,morocco,eritrea,2
rabat,morocco,astana,kazakhstan,2
rabat,athens,morocco,greece,2
riga,latvia,rome,italy,2
riga,roseau,latvia,dominica,2
riga,latvia,santiago,chile,2
riga,skopje,latvia,macedonia,2
riga,latvia,sofia,bulgaria,2
riga,stockholm,latvia,sweden,2
riga,latvia,suva,fiji,2
riga,taipei,latvia,taiwan,2
riga,latvia,tallinn,estonia,2
riga,tashkent,latvia,uzbekistan,2
riga,latvia,tbilisi,georgia,2
riga,tegucigalpa,latvia,honduras,2
riga,latvia,tehran,iran,2
riga,thimphu,latvia,bhutan,2
riga,latvia,tirana,albania,2
riga,tokyo,latvia,japan,2
riga,latvia,tripoli,libya,2
riga,tunis,latvia,tunisia,2
riga,latvia,vaduz,liechtenstein,2
riga,valletta,latvia,malta,2
riga,latvia,vienna,austria,2
riga,vientiane,latvia,laos,2
riga,latvia,vilnius,lithuania,2
riga,warsaw,latvia,poland,2
riga,latvia,windhoek,namibia,2
riga,yerevan,latvia,armenia,2
riga,latvia,zagreb,croatia,2
riga,abuja,latvia,nigeria,2
riga,latvia,accra,ghana,2
riga,algiers,latvia,algeria,2
riga,latvia,amman,jordan,2
riga,ankara,latvia,turkey,2
riga,latvia,antananarivo,madagascar,2
riga,apia,latvia,samoa,2
riga,latvia,ashgabat,turkmenistan,2
riga,asmara,latvia,eritrea,2
riga,latvia,astana,kazakhstan,2
riga,athens,latvia,greece,2
riga,latvia,baghdad,iraq,2
rome,roseau,italy,dominica,2
rome,italy,santiago,chile,2
rome,skopje,italy,macedonia,2
rome,italy,sofia,bulgaria,2
rome,stockholm,italy,sweden,2
rome,italy,suva,fiji,2
rome,taipei,italy,taiwan,2
rome,italy,tallinn,estonia,2
rome,tashkent,italy,uzbekistan,2
rome,italy,tbilisi,georgia,2
rome,tegucigalpa,italy,honduras,2
rome,italy,tehran,iran,2
rome,thimphu,italy,bhutan,2
rome,italy,tirana,albania,2
rome,tokyo,italy,japan,2
rome,italy,tripoli,libya,2
rome,tunis,italy,tunisia,2
rome,italy,vaduz,liechtenstein,2
rome,valletta,italy,malta,2
rome,italy,vienna,austria,2
rome,vientiane,italy,laos,2
rome,italy,vilnius,lithuania,2
rome,warsaw,italy,poland,2
rome,italy,windhoek,namibia,2
rome,yerevan,italy,armenia,2
rome,italy,zagreb,croatia,2
rome,abuja,italy,nigeria,2
rome,italy,accra,ghana,2
rome,algiers,italy,algeria,2
rome,italy,amman,jordan,2
rome,ankara,italy,turkey,2
rome,italy,antananarivo,madagascar,2
rome,apia,italy,samoa,2
rome,italy,ashgabat,turkmenistan,2
rome,asmara,italy,eritrea,2
rome,italy,astana,kazakhstan,2
rome,athens,italy,greece,2
rome,italy,baghdad,iraq,2
rome,baku,italy,azerbaijan,2
roseau,dominica,santiago,chile,2
roseau,skopje,dominica,macedonia,2
roseau,dominica,sofia,bulgaria,2
roseau,stockholm,dominica,sweden,2
roseau,dominica,suva,fiji,2
roseau,taipei,dominica,taiwan,2
roseau,dominica,tallinn,estonia,2
roseau,tashkent,dominica,uzbekistan,2
roseau,dominica,tbilisi,georgia,2
roseau,tegucigalpa,dominica,honduras,2
roseau,dominica,tehran,iran,2
roseau,thimphu,dominica,bhutan,2
roseau,dominica,tirana,albania,2
roseau,tokyo,dominica,japan,2
roseau,dominica,tripoli,libya,2
roseau,tunis,dominica,tunisia,2
roseau,dominica,vaduz,liechtenstein,2
roseau,valletta,dominica,malta,2
roseau,dominica,vienna,austria,2
roseau,vientiane,dominica,laos,2
roseau,dominica,vilnius,lithuania,2
roseau,warsaw,dominica,poland,2
roseau,dominica,windhoek,namibia,2
roseau,yerevan,dominica,armenia,2
roseau,dominica,zagreb,croatia,2
roseau,abuja,dominica,nigeria,2
roseau,dominica,accra,ghana,2
roseau,algiers,dominica,algeria,2
roseau,dominica,amman,jordan,2
roseau,ankara,dominica,turkey,2
roseau,dominica,antananarivo,madagascar,2
roseau,apia,dominica,samoa,2
roseau,dominica,ashgabat,turkmenistan,2
roseau,asmara,dominica,eritrea,2
roseau,dominica,astana,kazakhstan,2
roseau,athens,dominica,greece,2
roseau,dominica,baghdad,iraq,2
roseau,baku,dominica,azerbaijan,2
roseau,dominica,bamako,mali,2
santiago,skopje,chile,macedonia,2
santiago,chile,sofia,bulgaria,2
santiago,stockholm,chile,sweden,2
santiago,chile,suva,fiji,2
santiago,taipei,chile,taiwan,2
santiago,chile,tallinn,estonia,2
santiago,tashkent,chile,uzbekistan,2
santiago,chile,tbilisi,georgia,2
santiago,tegucigalpa,chile,honduras,2
santiago,chile,tehran,iran,2
santiago,thimphu,chile,bhutan,2
santiago,chile,tirana,albania,2
santiago,tokyo,chile,japan,2
santiago,chile,tripoli,libya,2
santiago,tunis,chile,tunisia,2
santiago,chile,vaduz,liechtenstein,2
santiago,valletta,chile,malta,2
santiago,chile,vienna,austria,2
santiago,vientiane,chile,laos,2
santiago,chile,vilnius,lithuania,2
santiago,warsaw,chile,poland,2
santiago,chile,windhoek,namibia,2
santiago,yerevan,chile,armenia,2
santiago,chile,zagreb,croatia,2
santiago,abuja,chile,nigeria,2
santiago,chile,accra,ghana,2
santiago,algiers,chile,algeria,2
santiago,chile,amman,jordan,2
santiago,ankara,chile,turkey,2
santiago,chile,antananarivo,madagascar,2
santiago,apia,chile,samoa,2
santiago,chile,ashgabat,turkmenistan,2
santiago,asmara,chile,eritrea,2
santiago,chile,astana,kazakhstan,2
santiago,athens,chile,greece,2
santiago,chile,baghdad,iraq,2
santiago,baku,chile,azerbaijan,2
santiago,chile,bamako,mali,2
santiago,bangkok,chile,thailand,2
skopje,macedonia,sofia,bulgaria,2
skopje,stockholm,macedonia,sweden,2
skopje,macedonia,suva,fiji,2
skopje,taipei,macedonia,taiwan,2
skopje,macedonia,tallinn,estonia,2
skopje,tashkent,macedonia,uzbekistan,2
skopje,macedonia,tbilisi,georgia,2
skopje,tegucigalpa,macedonia,honduras,2
skopje,macedonia,tehran,iran,2
skopje,thimphu,macedonia,bhutan,2
skopje,macedonia,tirana,albania,2
skopje,tokyo,macedonia,japan,2
skopje,macedonia,tripoli,libya,2
skopje,tunis,macedonia,tunisia,2
skopje,macedonia,vaduz,liechtenstein,2
skopje,valletta,macedonia,malta,2
skopje,macedonia,vienna,austria,2
skopje,vientiane,macedonia,laos,2
skopje,macedonia,vilnius,lithuania,2
skopje,warsaw,macedonia,poland,2
skopje,macedonia,windhoek,namibia,2
skopje,yerevan,macedonia,armenia,2
skopje,macedonia,zagreb,croatia,2
skopje,abuja,macedonia,nigeria,2
skopje,macedonia,accra,ghana,2
skopje,algiers,macedonia,algeria,2
skopje,macedonia,amman,jordan,2
skopje,ankara,macedonia,turkey,2
skopje,macedonia,antananarivo,madagascar,2
skopje,apia,macedonia,samoa,2
skopje,macedonia,ashgabat,turkmenistan,2
skopje,asmara,macedonia,eritrea,2
skopje,macedonia,astana,kazakhstan,2
skopje,athens,macedonia,greece,2
skopje,macedonia,baghdad,iraq,2
skopje,baku,macedonia,azerbaijan,2
skopje,macedonia,bamako,mali,2
skopje,bangkok,macedonia,thailand,2
skopje,macedonia,banjul,gambia,2
sofia,stockholm,bulgaria,sweden,2
sofia,bulgaria,suva,fiji,2
sofia,taipei,bulgaria,taiwan,2
sofia,bulgaria,tallinn,estonia,2
sofia,tashkent,bulgaria,uzbekistan,2
